reg;clage_vacsi;jour;n_dose1;n_cum_dose1
93;79;2021-01-21;1933;7674
93;79;2021-01-22;1911;9585
93;79;2021-01-23;676;10261
93;79;2021-01-24;141;10402
93;79;2021-01-25;1512;11914
93;79;2021-01-26;1941;13855
93;79;2021-01-27;1896;15751
93;80;2020-12-31;12;12
93;80;2021-01-04;29;41
93;80;2021-01-05;13;54
93;80;2021-01-06;71;125
93;80;2021-01-07;278;403
93;80;2021-01-08;242;645
93;80;2021-01-09;39;684
93;80;2021-01-11;274;958
93;80;2021-01-12;1267;2225
93;80;2021-01-13;630;2855
93;80;2021-01-14;644;3499
93;80;2021-01-15;339;3838
93;80;2021-01-16;217;4055
93;80;2021-01-17;38;4093
93;80;2021-01-18;1707;5800
93;80;2021-01-19;5139;10939
93;80;2021-01-20;3698;14637
93;80;2021-01-21;3574;18211
93;80;2021-01-22;2922;21133
93;80;2021-01-23;1038;22171
93;80;2021-01-24;236;22407
93;80;2021-01-25;2294;24701
93;80;2021-01-26;3445;28146
93;80;2021-01-27;3281;31427
94;0;2021-01-04;2;2
94;0;2021-01-06;53;55
94;0;2021-01-07;326;381
94;0;2021-01-08;280;661
94;0;2021-01-09;76;737
94;0;2021-01-10;33;770
94;0;2021-01-11;123;893
94;0;2021-01-12;196;1089
94;0;2021-01-13;185;1274
94;0;2021-01-14;246;1520
94;0;2021-01-15;359;1879
94;0;2021-01-16;195;2074
94;0;2021-01-17;59;2133
94;0;2021-01-18;460;2593
94;0;2021-01-19;882;3475
94;0;2021-01-20;797;4272
94;0;2021-01-21;788;5060
94;0;2021-01-22;701;5761
94;0;2021-01-23;241;6002
94;0;2021-01-24;144;6146
94;0;2021-01-25;354;6500
94;0;2021-01-26;771;7271
94;0;2021-01-27;615;7886
94;24;2021-01-13;2;2
94;24;2021-01-15;1;3
94;24;2021-01-16;2;5
94;24;2021-01-18;2;7
94;24;2021-01-19;1;8
94;24;2021-01-21;1;9
94;24;2021-01-26;2;11
94;29;2021-01-09;2;2
94;29;2021-01-11;2;4
94;29;2021-01-14;1;5
94;29;2021-01-15;3;8
94;29;2021-01-16;2;10
94;29;2021-01-18;2;12
94;29;2021-01-19;5;17
94;29;2021-01-20;1;18
94;29;2021-01-21;7;25
94;29;2021-01-22;4;29
94;29;2021-01-25;1;30
94;29;2021-01-26;4;34
94;29;2021-01-27;3;37
94;39;2021-01-08;7;7
94;39;2021-01-09;8;15
94;39;2021-01-10;6;21
94;39;2021-01-11;9;30
94;39;2021-01-12;7;37
94;39;2021-01-13;2;39
94;39;2021-01-14;4;43
94;39;2021-01-15;12;55
94;39;2021-01-16;4;59
94;39;2021-01-18;9;68
94;39;2021-01-19;23;91
94;39;2021-01-20;14;105
94;39;2021-01-21;13;118
94;39;2021-01-22;7;125
94;39;2021-01-23;4;129
94;39;2021-01-24;2;131
94;39;2021-01-25;8;139
94;39;2021-01-26;20;159
94;39;2021-01-27;2;161
94;49;2021-01-07;5;5
94;49;2021-01-08;13;18
94;49;2021-01-09;7;25
94;49;2021-01-10;5;30
94;49;2021-01-11;17;47
94;49;2021-01-12;16;63
94;49;2021-01-13;16;79
94;49;2021-01-14;27;106
94;49;2021-01-15;22;128
94;49;2021-01-16;11;139
94;49;2021-01-17;2;141
94;49;2021-01-18;34;175
94;49;2021-01-19;35;210
94;49;2021-01-20;31;241
94;49;2021-01-21;20;261
94;49;2021-01-22;27;288
94;49;2021-01-23;5;293
94;49;2021-01-24;4;297
94;49;2021-01-25;7;304
94;49;2021-01-26;24;328
94;49;2021-01-27;8;336
94;59;2021-01-04;1;1
94;59;2021-01-06;10;11
94;59;2021-01-07;58;69
94;59;2021-01-08;63;132
94;59;2021-01-09;21;153
94;59;2021-01-10;12;165
94;59;2021-01-11;51;216
94;59;2021-01-12;75;291
94;59;2021-01-13;87;378
94;59;2021-01-14;70;448
94;59;2021-01-15;102;550
94;59;2021-01-16;31;581
94;59;2021-01-17;3;584
94;59;2021-01-18;83;667
94;59;2021-01-19;77;744
94;59;2021-01-20;78;822
94;59;2021-01-21;55;877
94;59;2021-01-22;69;946
94;59;2021-01-23;10;956
94;59;2021-01-24;3;959
94;59;2021-01-25;15;974
94;59;2021-01-26;37;1011
94;59;2021-01-27;21;1032
94;64;2021-01-06;9;9
94;64;2021-01-07;44;53
94;64;2021-01-08;30;83
94;64;2021-01-09;20;103
94;64;2021-01-10;3;106
94;64;2021-01-11;20;126
94;64;2021-01-12;28;154
94;64;2021-01-13;30;184
94;64;2021-01-14;39;223
94;64;2021-01-15;40;263
94;64;2021-01-16;8;271
94;64;2021-01-17;2;273
94;64;2021-01-18;40;313
94;64;2021-01-19;58;371
94;64;2021-01-20;42;413
94;64;2021-01-21;22;435
94;64;2021-01-22;27;462
94;64;2021-01-23;6;468
94;64;2021-01-24;2;470
94;64;2021-01-25;11;481
94;64;2021-01-26;37;518
94;64;2021-01-27;15;533
94;69;2021-01-06;8;8
94;69;2021-01-07;23;31
94;69;2021-01-08;15;46
94;69;2021-01-09;9;55
94;69;2021-01-10;4;59
94;69;2021-01-11;13;72
94;69;2021-01-12;34;106
94;69;2021-01-13;14;120
94;69;2021-01-14;33;153
94;69;2021-01-15;38;191
94;69;2021-01-16;16;207
94;69;2021-01-18;22;229
94;69;2021-01-19;34;263
94;69;2021-01-20;25;288
94;69;2021-01-21;30;318
94;69;2021-01-22;28;346
94;69;2021-01-23;12;358
94;69;2021-01-24;10;368
94;69;2021-01-25;10;378
94;69;2021-01-26;34;412
94;69;2021-01-27;21;433
94;74;2021-01-06;5;5
94;74;2021-01-07;19;24
94;74;2021-01-08;20;44
94;74;2021-01-09;4;48
94;74;2021-01-10;3;51
94;74;2021-01-11;4;55
94;74;2021-01-12;24;79
94;74;2021-01-13;14;93
94;74;2021-01-14;25;118
94;74;2021-01-15;21;139
94;74;2021-01-16;14;153
94;74;2021-01-17;2;155
94;74;2021-01-18;29;184
94;74;2021-01-19;58;242
94;74;2021-01-20;50;292
94;74;2021-01-21;44;336
94;74;2021-01-22;42;378
94;74;2021-01-23;22;400
94;74;2021-01-24;13;413
94;74;2021-01-25;21;434
94;74;2021-01-26;36;470
94;74;2021-01-27;37;507
94;79;2021-01-06;2;2
94;79;2021-01-07;16;18
94;79;2021-01-08;20;38
94;79;2021-01-09;1;39
94;79;2021-01-11;4;43
94;79;2021-01-12;10;53
94;79;2021-01-13;8;61
94;79;2021-01-14;17;78
94;79;2021-01-15;27;105
94;79;2021-01-16;41;146
94;79;2021-01-17;20;166
94;79;2021-01-18;92;258
94;79;2021-01-19;191;449
94;79;2021-01-20;190;639
94;79;2021-01-21;210;849
94;79;2021-01-22;178;1027
94;79;2021-01-23;73;1100
94;79;2021-01-24;42;1142
94;79;2021-01-25;107;1249
94;79;2021-01-26;207;1456
94;79;2021-01-27;196;1652
94;80;2021-01-04;1;1
94;80;2021-01-06;19;20
94;80;2021-01-07;161;181
94;80;2021-01-08;112;293
94;80;2021-01-09;4;297
94;80;2021-01-11;3;300
94;80;2021-01-12;2;302
94;80;2021-01-13;12;314
94;80;2021-01-14;30;344
94;80;2021-01-15;93;437
94;80;2021-01-16;66;503
94;80;2021-01-17;30;533
94;80;2021-01-18;147;680
94;80;2021-01-19;400;1080
94;80;2021-01-20;366;1446
94;80;2021-01-21;386;1832
94;80;2021-01-22;319;2151
94;80;2021-01-23;109;2260
94;80;2021-01-24;68;2328
94;80;2021-01-25;174;2502
94;80;2021-01-26;370;2872
94;80;2021-01-27;312;3184
